address,area,city,country,crawl_date,guest_recommendation,hotel_brand,hotel_category,hotel_star_rating,image_count,latitude,locality,longitude,point_of_interest,property_id,property_name,property_type,province,query_time_stamp,review_count_by_category,room_area,room_count,room_type,site_review_count,site_review_rating,site_stay_review_rating,sitename,state,uniq_id
"Near JLNM Hospital, Rainawari, Hazratbal Road, Srinagar",Nageen Lake Area,Srinagar,India,26-06-2016,100,null,regular,3,17,34.0836581,Nageen Lake Area,74.7973681,Nageen Lake Area|New District High Court|Government Gousia Hospital|High Court of Jammu and Kashmir|Pir Haji Muhammed Ziarat|Dastgir Sahib|Gandhi Memorial College|Department of Eye and ENT|Max Super Speciality Hospital|General Post Office,HTLGBO1000044364,Hotel Shefaf,Hotel,Srinagar,2016-06-26 05:12:02 +0000,positive reviews::6|critical reviews::1|reviews with images::3,13 X 14 Sq.ft.,50,Super Deluxe Room,7,4,Service Quality::4.1|Amenities::4.1|Food and Drinks::4.4|Value for Money::4.1|Location::4.0|Cleanliness::4.4,goibibo,Jammu and Kashmir,761440b777aefcb9137be0b596d589de
"GMD Road opposite to chaddha complex,Moradabad.",Gmd Road Opposite To Chaddha Complex,Moradabad,India,26-06-2016,,null,regular,1,13,28.8386481,Gmd Road Opposite To Chaddha Complex,78.7733286,,HTLGBO1000076894,Hotel Singh Palace,Hotel,Moradabad,2016-06-26 05:12:02 +0000,,,17,AC Rooms,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Uttar Pradesh,e1293138af3de04b13c5d48ea7d2e2f7
"New No:1/285 B, Old No:280,Vivekananda Street, ECR,Kottivakkam.",East Coast Road,Chennai,India,26-06-2016,83,null,regular,2,5,12.9756725,East Coast Road,80.2589316,Chennai International Airport|Indira Nagar MRTS Station|Metropolitan Transport Corporation Bus Terminus|TIDEL park|East Coast Road|Annai Vailankanni Church,HTLGBO1000006001,Hotel Sea Shore Inn,Hotel,Chennai,2016-06-26 05:12:02 +0000,positive reviews::39|critical reviews::4|reviews with images::5,,20,Executive,43,3.9,Service Quality::3.8|Amenities::3.7|Food and Drinks::3.6|Value for Money::3.9|Location::3.8|Cleanliness::3.8,goibibo,Tamil Nadu,3f05fb4dc27cd8d41ef5f0285d71609d
"Opp Mahamarg Bus stop,Near Taxi stand, Mumbai Naka Nasik",Nashik Main Town,Nashik,India,26-06-2016,0,null,regular,0,2,19.9895866,Nashik Main Town,73.7831648,Nashik Main Town|Zaveri Bazaar|Garhakash Market|Gandhinagar Airport|Maharashtra Engineering Research Centre|Kumbh Mela|Nashik Bus Stand|Golf Club Ground|City Center,HTLGBO1000052844,Hotel Saroj,Hotel,Nashik,2016-06-26 05:12:02 +0000,positive reviews::0|critical reviews::1|reviews with images::0,,21,Suite Room,1,1,Service Quality::1.0|Amenities::1.0|Food and Drinks::1.0|Value for Money::1.0|Location::1.0|Cleanliness::1.0,goibibo,Maharashtra,406ee0d401c705fa838d70a9ada98b11
"Bhajee Galli, near new bus stand",Jilha Peth,Jalgaon,India,26-06-2016,37,null,regular,0,3,28.631524,Jilha Peth,77.140038,Jilha Peth|PVR Naraina,HTLGBO1000037546,Hotel Silver Plaza,Hotel,Jalgaon,2016-06-26 05:12:02 +0000,positive reviews::1|critical reviews::7|reviews with images::1,,20,Single Room,8,1.8,Service Quality::1.5|Amenities::1.6|Food and Drinks::1.8|Value for Money::1.6|Location::1.9|Cleanliness::1.8,goibibo,Maharashtra,4b39b5b487e0b51a88de978db3b0d96d
"Barah Pathar Khajjiar Road, Dalhousie.",Khajjiar Road,Dalhousie,India,26-06-2016,0,null,regular,0,3,32.5313287,Khajjiar Road,76.0011991,Dainkund Peak|Rang Mahal|Khajjiar Road|Panch Pulla,HTLGBO1000012106,Hotel Satyam International,Hotel,Dalhousie,2016-06-26 05:12:02 +0000,positive reviews::1|critical reviews::1|reviews with images::0,,9,Deluxe Room,2,3.1,Service Quality::1.6|Amenities::1.6|Food and Drinks::3.1|Value for Money::1.6|Location::3.6|Cleanliness::3.1,goibibo,Himachal Pradesh,c6baf38db555ce78c2ce7f5b2d3efb88
"16-17 Police nearby, Gaushala Mkt, Opp. Bus Stand,",Jagatpur,Raigarh,India,26-06-2016,,null,regular,1,1,21.8974003,Jagatpur,83.3949632,Jagatpur,HTLGBO1000043986,Hotel Shree Tara,Hotel,Raigarh,2016-06-26 05:12:02 +0000,,,18,Ac Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Chhattisgarh,99dad3ae65d4d5686ba3455b9cc4d7ce
"Plot no-66/67, Sector-42 attawa, Sector 42b, Chandigarh - 160036, near hockey stadium",Sector 42,Chandigarh,India,26-06-2016,74,null,regular,0,9,30.7333148,Sector 42,76.7794179,,HTLGBO1000085702,Hotel shagun,Hotel,Chandigarh,2016-06-26 05:12:02 +0000,positive reviews::34|critical reviews::21|reviews with images::9,,27,deluxe room,55,3.2,Service Quality::3.1|Amenities::3.0|Food and Drinks::3.3|Value for Money::3.3|Location::2.9|Cleanliness::3.0,goibibo,Punjab,b13556ce0b91b89bc375bce21331cb7b
"# 5-9-211, Chirag Ali Lane Near Medwin Hospital Abids",Abids,Hyderabad,India,26-06-2016,70,null,regular,2,7,17.3935102,Abids,78.4718627,NTR Garden|Hyderabad Deccan Railway Station|Salarjung Museum|Abids|Osmania General Hospital|Rajiv Gandhi Intl Airport|Birla Mandir|Mahatma Gandhi Bus Station|Secretariat|Ravindra Bharti|Lumbini Park|MPM Mall|Nampally Railway Station|Laad Bazaar,HTLGBO1000003111,Hotel SG Comforts,Hotel,Hyderabad,2016-06-26 05:12:02 +0000,positive reviews::26|critical reviews::14|reviews with images::3,15 X 15 Sq.ft.,32,Deluxe Room,40,3.2,Service Quality::3.1|Amenities::3.0|Food and Drinks::4.2|Value for Money::3.2|Location::3.6|Cleanliness::4.2,goibibo,Andhra Pradesh,f30791d303d8296be55384d21fc8f6a1
"Collectorate Road, Next to IDBI Bank, Gulabara Road, Sanchar Colony, Chhindwara, Madhya Pradesh 480001",Gulabara Road,Chhindwara,India,26-06-2016,83,null,regular,3,7,22.0569305,Gulabara Road,78.9317444,Gulabara Road,HTLGBO1000049102,HOTEL SILVER SHINE,Hotel,Chhindwara,2016-06-26 05:12:02 +0000,positive reviews::44|critical reviews::4|reviews with images::12,12 X 18 Sq.ft.,26,S.Deluxe,48,4.3,Service Quality::4.3|Amenities::4.2|Food and Drinks::4.4|Value for Money::4.3|Location::4.4|Cleanliness::4.4,goibibo,Madhya Pradesh,4fe12d4e1ccdedec0157005858156ed9
"Supermarket Complex,Ponda",Ponda,Goa,India,26-06-2016,80,null,regular,3,16,15.2993265,Ponda,74.123996,Ponda|North Goa,HTLGBO1000029462,Hotel Shakti Palace,Hotel,Goa,2016-06-26 05:12:02 +0000,positive reviews::8|critical reviews::2|reviews with images::1,,18,Economy Room,10,3.8,Service Quality::3.8|Amenities::3.6|Food and Drinks::4.7|Value for Money::3.8|Location::3.8|Cleanliness::4.2,goibibo,Goa,745e21e3141c384781e0e48794dc07c3
"Main Bazar Road, Vapi Town , Valsad","Main Bazar Road, Vapi Town",Valsad,India,26-06-2016,,null,regular,0,10,20.5992349,"Main Bazar Road, Vapi Town",72.9342451,"Main Bazar Road, Vapi Town",HTLGBO1000070914,Hotel Shrinath,Hotel,Valsad,2016-06-26 05:12:02 +0000,,,18,standard room ac,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Gujarat,d93fd5c26e99b8bea41e9e1f3b75445e
"123/772 B part (D and E) ,Fazalgunj",Fazal Ganj,Kanpur,India,26-06-2016,53,null,regular,2,13,26.4591152,Fazal Ganj,80.3032038,Bhitargaon Temple|Nawabganj Bird Sanctuary|Allen Forest Zoo|Moti Jheel|Government Hospital|Fazal Ganj|Rama Krishna Mission Hospital|N.I.M.S University|Mariampur Hospital|ATI Campus,HTLGBO1000003637,Hotel SB Castle,Hotel,Kanpur,2016-06-26 05:12:02 +0000,positive reviews::31|critical reviews::21|reviews with images::6,,38,Deluxe Room,52,3,Service Quality::3.0|Amenities::3.1|Food and Drinks::3.7|Value for Money::3.0|Location::3.0|Cleanliness::4.0,goibibo,Uttar Pradesh,2f43649d90b7adfaeadfcefa682ff5b2
9/1 Topsia South Beside Ford Showroom BESIDES iTALIAN MARBLE AND OPPOSITE TO HEVEA BUILDING.,Park Street Area,Kolkata,India,26-06-2016,84,null,regular,3,7,22.54135132,Park Street Area,88.38395691,Park Street Area,HTLGBO1000060278,Hotel Sawood International,Hotel,Kolkata,2016-06-26 05:12:02 +0000,positive reviews::43|critical reviews::9|reviews with images::12,,20,AC Standard,52,3.8,Service Quality::3.8|Amenities::3.7|Food and Drinks::3.6|Value for Money::3.9|Location::3.6|Cleanliness::3.8,goibibo,West Bengal,6e12cdc2cfa0129cbe6210b490e13e50
"Nagar-Manmad Road, Opp. Water Tank,Next to BSNL Office,",Nagar- Manmad Highway,Shirdi,India,26-06-2016,100,null,regular,0,13,19.7691937,Nagar- Manmad Highway,74.4760687,Shirdi Bus Depot|Shirdi Sai Sansthan|Dixit Wada Museum|Gurusthan|Khandoba Temple|Chavadi|Nagar- Manmad Highway|Police station|Samadhi Mandir|Water Park,HTLGBO1000030914,Hotel Shri Krishna,Hotel,Shirdi,2016-06-26 05:12:02 +0000,positive reviews::1|critical reviews::0|reviews with images::0,,20,Double Bed Non A/C,1,5,Service Quality::5.0|Amenities::5.0|Food and Drinks::5.0|Value for Money::5.0|Location::5.0|Cleanliness::5.0,goibibo,Maharashtra,248d3577a0e58adf4b7a3c69f497b989
North side of Kalchakra Ground Near Maha Bodhi Temple Bodhgaya Gaya,Maha Bodhi Temple Area,Bodh Gaya,India,26-06-2016,25,Room On Call,regular,1,21,24.6986208,Maha Bodhi Temple Area,84.9893924,Shaivite Monastery|Mahabodhi Temple|Bodhi Tree|Maha Bodhi Temple Area|Tibetan Monastery|Bodhgaya Archaeological Museum,HTLGBO1000006343,Hotel Shanti,Hotel,Bodh Gaya,2016-06-26 05:12:02 +0000,positive reviews::2|critical reviews::2|reviews with images::0,10 X 12 Sq.ft.,20,Standard Room,4,3.3,Service Quality::3.8|Amenities::3.6|Food and Drinks::3.6|Value for Money::3.6|Location::3.6|Cleanliness::3.6,goibibo,Bihar,6c2baabd37f91af0144cb4befb29fbd2
"Jambhrum Road, Buldana H O, Near Bus Stand",Jambhrum Road,Buldhana,India,26-06-2016,0,null,regular,0,0,28.6139391,Jambhrum Road,77.2090212,Parliament House|Jambhrum Road,HTLGBO1000030446,Hotel Sher E Punjab,Hotel,Buldhana,2016-06-26 05:12:02 +0000,positive reviews::1|critical reviews::0|reviews with images::0,,8,Non A/c Room,1,3,Service Quality::3.0|Amenities::3.0|Food and Drinks::3.0|Value for Money::3.0|Location::4.0|Cleanliness::3.0,goibibo,Maharashtra,469c1b6333e29479bac423dfb7f34a2e
"Station Road, Jagadhari, Yamuna Nagar","Station Road, Jagadhari,",Yamunanagar,India,26-06-2016,,null,regular,0,7,30.1680858,"Station Road, Jagadhari,",77.2969204,"Station Road, Jagadhari,",HTLGBO1000062410,Hotel Sapphire,Hotel,Yamunanagar,2016-06-26 05:12:02 +0000,,,31,Presidential Suite,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Haryana,554c7b939874cd633ab6d3b406e70d37
"Khavasa, Post Kuria, Seoni,",Kurai Seoni,Pench,India,21-08-2016,,null,regular,0,10,22.0868691,Kurai Seoni,79.5434841,Kurai Seoni,HTLGBO1000092222,V Resorts Kohka,Resort,Pench,2016-08-21 04:45:27 +0000,,,14,Deluxe  Rooms Ac,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Madhya Pradesh,92c3a57620753c82c912206a23ea771d
"Beside Shive talkies, Gangavathi, Near Hampi",Vidya Nagar,Gangavathi,India,21-08-2016,86,null,regular,3,9,15.4363199,Vidya Nagar,76.5309397,Vidya Nagar,HTLGBO1000020672,The SSLR,Hotel,Gangavathi,2016-08-21 04:45:27 +0000,positive reviews::44|critical reviews::7|reviews with images::7,,39,Executive Ac Room,51,4.1,Service Quality::3.9|Amenities::4.2|Food and Drinks::4.1|Value for Money::4.3|Location::3.6|Cleanliness::4.4,goibibo,Karnataka,5812440da4f99e854f0f8c741f59c1be
"Amber Fort Road, Opposite Jal Mahal",Amer Road,Jaipur,India,21-08-2016,84,The Oberoi Group,regular,5,14,26.9615018,Amer Road,75.8454326,Amer Fort Bus stand|Jaigarh Fort|National Institute Of Ayurveda|Jal Mahal|Amer Road|Garh Ganesh Temple|Amer Fort,HTLGBO1000010817,Trident Jaipur,Hotel,Jaipur,2016-08-21 04:45:27 +0000,positive reviews::23|critical reviews::2|reviews with images::3,,226,Deluxe Garden View,25,4.1,Service Quality::4.4|Amenities::4.3|Food and Drinks::4.1|Value for Money::4.2|Location::4.5|Cleanliness::4.5,goibibo,Rajasthan,d42c6212fd8490b964d4dd61fe059837
"Near Dhalamwala Hospital, Safidon Rd, Urban Estate","Near Dhalamwala Hospital, Safidon Rd, Urban Estate",Jind,India,21-08-2016,,null,regular,1,1,29.3227379,"Near Dhalamwala Hospital, Safidon Rd, Urban Estate",76.3426469,"Near Dhalamwala Hospital, Safidon Rd, Urban Estate",HTLGBO1000065006,Utsav Hotel &amp; Banquets,Hotel,Jind,2016-08-21 04:45:27 +0000,,,8,luxury room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Haryana,6951e27584318dfd1fdb783054563b44
"Opp Saibaba Temple (just across road),  Nagar-Manmad Highway, Shirdi.",Temple Area,Shirdi,India,21-08-2016,80,null,gostays,4,11,19.76550196,Temple Area,74.47554217,Shirdi Bus Depot|Shirdi Sai Sansthan|Dixit Wada Museum|Gurusthan|Khandoba Temple|Chavadi|Police station|Samadhi Mandir|Water Park|Temple Area,HTLGBO1000012305,The Temple View Hotel,Hotel,Shirdi,2016-08-21 04:45:27 +0000,positive reviews::445|critical reviews::37|reviews with images::70,16 X 20 Sq.ft.,43,Deluxe Room,482,4.3,Service Quality::4.2|Amenities::4.2|Food and Drinks::4.0|Value for Money::4.3|Location::4.6|Cleanliness::4.2,goibibo,Maharashtra,79f305a0e4e252917072a0fde7501fc9
"The Signature Crest Plot no. 1, Sonawala Lane, Near Samrat Motor Training school,",Goregaon,Mumbai,India,21-08-2016,68,null,regular,0,13,19.1663864,Goregaon,72.8497861,Topiwala Theatre|Swami Narayan Mandir|Goregaon Railway Station|Goregaon|Inorbit Mall|Malad Station|Film City,HTLGBO1000010534,"The Signature Crest,Goregaon",Service Apartment,Mumbai,2016-08-21 04:45:27 +0000,positive reviews::11|critical reviews::5|reviews with images::1,12 X 12 Sq.ft.,15,Single Room,16,3.6,Service Quality::3.7|Amenities::3.2|Food and Drinks::3.0|Value for Money::3.5|Location::3.7|Cleanliness::2.5,goibibo,Maharashtra,6fe55155323a21fbced7fab008442ec3
"40, Gadia Devra, Ganesh ghati, Udaipur, Rajasthan 313001",Others,Udaipur,India,21-08-2016,,null,regular,1,3,24.5777347,Others,73.7014444,Udaipur Bus Stand|Udaipur Railway Station|Others|Nagda|Bada Mahal|Udai Pol|Delhi Darwaza,HTLGBO1000070450,Udai Haveli Guest House,Guest House,Udaipur,2016-08-21 04:45:27 +0000,,,6,Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Rajasthan,56b24327ce1bcf2b4d19be2b92588858
"Beach Road, Collector Office Down, Near Coastal Battery (MAHARANIPETA)",Rk Beach,Visakhapatnam,India,21-08-2016,79,null,gostays,3,8,17.70642516,Rk Beach,83.31034179,Araku Valley|Dolphin Nose|Bheemli Beach|Simhachalam|Rk Beach|Visakhapatnam Railway Station,HTLGBO1000007536,The Supreme,Hotel,Visakhapatnam,2016-08-21 04:45:27 +0000,positive reviews::548|critical reviews::98|reviews with images::115,,42,Deluxe Room,646,4,Service Quality::3.9|Amenities::3.9|Food and Drinks::4.0|Value for Money::4.0|Location::4.3|Cleanliness::4.1,goibibo,Andhra Pradesh,4791b19ad2e29d50b806020fbb88e5df
"No 34/48, Othavadai Street, Mahabalipuram Ho",Othavadai Street,Mahabalipuram,India,21-08-2016,100,null,regular,1,4,12.6163546,Othavadai Street,80.1923643,Othavadai Street|Five Rathas|Shore temple,HTLGBO1000050636,Tina Blue View Lodge,Lodge,Mahabalipuram,2016-08-21 04:45:27 +0000,positive reviews::1|critical reviews::0|reviews with images::0,,15,Standard NON AC Room,1,5,Service Quality::5.0|Amenities::5.0|Food and Drinks::5.0|Value for Money::5.0|Location::5.0|Cleanliness::5.0,goibibo,Tamil Nadu,4d55e44c3a28049768dd90ae3a3f147f
"20-3-115, A.K Palli Road, Yerramitta, S N Puram, Near Lela Mahal Circle ,Tirupati 517501.",S N Puram,Tirupati,India,21-08-2016,,null,regular,0,0,13.6287557,S N Puram,79.4191795,R S Shopping Mall|Tirumala Tirupati Devasthanam|Titupati Railway Station|Tirupati Bus Stand,HTLGBO1000099850,UDAYEES HOTEL BVN GRAND,Hotel,Tirupati,2016-08-21 04:45:27 +0000,,,10,standard room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Andhra Pradesh,ace2c499de840a5631fc0f00a3da1a79
"Sector-K, 1160, Aashiana Colony, Kanpur Road",Others,Lucknow,India,21-08-2016,75,UNA Group,regular,0,18,26.79244925,Others,80.91838827,Chaudhary Charan Singh International Airport|Others|Lucknow Hospital|R.D.S.O. Stadium|St Pauls Catholic Church,HTLGBO1000006234,UNA Homestay UNA House,Homestay,Lucknow,2016-08-21 04:45:27 +0000,positive reviews::8|critical reviews::0|reviews with images::4,12 X 12 Sq.ft.,10,Deluxe Room,8,4.9,Service Quality::4.9|Amenities::4.9|Food and Drinks::5.0|Value for Money::4.9|Location::4.5|Cleanliness::5.0,goibibo,Uttar Pradesh,dfe8cfa7dbc15bb13ca8d03cfa0a17e3
"Aamdali, Duggada, Lansdowne , India",duggada,Lansdowne,India,21-08-2016,,null,regular,0,8,29.8377457,duggada,78.6871069,Duggada,HTLGBO1000098312,V Resorts Camp Advait Lansdowne,Resort,Lansdowne,2016-08-21 04:45:27 +0000,,,8,Alpine Tents,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Uttarakhand,988e1217159c8dde775a485313d8068f
"B H Road, Agrahara Circle. Sagar-577401 Shimoga Dist. Karnataka.",B H Road,Sagar,India,21-08-2016,50,null,regular,0,10,14.16720275,B H Road,75.03863946,B H Road,HTLGBO1000097694,Tip Top Residency,Hotel,Sagar,2016-08-21 04:45:27 +0000,positive reviews::1|critical reviews::1|reviews with images::1,,44,Deluxe Double,2,3.6,Service Quality::3.6|Amenities::4.6|Food and Drinks::3.6|Value for Money::3.6|Location::4.6|Cleanliness::3.6,goibibo,Karnataka,deef6a3b82ee54c96b0cbfe1067768db
"V.R. Bhurat Nagari, Hampi Road, Hospet",J N Road,Hospet,India,21-08-2016,84,null,regular,5,24,15.2781018,J N Road,76.387666,J N Road|Lotus Mahal,HTLGBO1000007007,Vijayshree  Resort &amp; Heritage Village,Resort,Hospet,2016-08-21 04:45:27 +0000,positive reviews::70|critical reviews::3|reviews with images::14,,17,HERITAGE KUTIA,73,4.4,Service Quality::4.3|Amenities::4.3|Food and Drinks::4.2|Value for Money::4.3|Location::4.4|Cleanliness::4.6,goibibo,Karnataka,f5bbf614858af982da98bbb6d12f94dd
9/36 pushpa nagar road iyyappanthangal,"Porur Junction, Porur",Chennai,India,21-08-2016,84,null,regular,2,10,13.0383183,"Porur Junction, Porur",80.13155,"Porur Junction, Porur",HTLGBO1000035174,VIJAYAMCY SERVICE APARTMENTS,Service Apartment,Chennai,2016-08-21 04:45:27 +0000,positive reviews::29|critical reviews::4|reviews with images::4,,6,Executive Room AC single,33,4.2,Service Quality::3.7|Amenities::3.9|Food and Drinks::2.9|Value for Money::4.0|Location::3.9|Cleanliness::2.9,goibibo,Tamil Nadu,925e4f93b460339f805f279b6490eaf9
"lower pelling, p.o-pelling,west sikkim",Lower Pelling,Pelling,India,21-08-2016,,null,regular,0,1,28.6139391,Lower Pelling,77.2090212,,HTLGBO1000029630,Yamphung Residency,Hotel,Pelling,2016-08-21 04:45:27 +0000,,,8,Executive Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Sikkim,1eedb0f02d53c539cd38f186e1e81012
"Vill. Mahog, Chail,Distt. Solan",Village Mihani,Chail,India,21-08-2016,83,null,regular,2,6,30.9696916,Village Mihani,77.1894733,Village Mihani|Siddh Baba ka Mandir|Chail Wildlife Sanctuary,HTLGBO1000012382,Village Live In Resort,Resort,Chail,2016-08-21 04:45:27 +0000,positive reviews::5|critical reviews::1|reviews with images::3,14 X 14 Sq.ft.,10,Super deluxe cottages,6,4.5,Service Quality::4.3|Amenities::4.5|Food and Drinks::5.0|Value for Money::4.6|Location::4.4|Cleanliness::5.0,goibibo,Himachal Pradesh,bf818d2aceb1e8c9770acc1bf533591a
"Lava bazar, Kalimpong, West Bengal",R. C. Mintri Road,Kalimpong,India,21-08-2016,,null,regular,0,9,27.073658,R. C. Mintri Road,88.4772009,Galingka|Crockety|Samco Ropeway|R. C. Mintri Road,HTLGBO1000066824,Wonderbreeze (Disney Guest House),Guest House,Kalimpong,2016-08-21 04:45:27 +0000,,,8,Medium Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,West Bengal,be2365d18b8ff79eb36cc808ecf744fd
"Near Sri Satya Garden, Gangavati Road, Sindhanur,Raichur  Karnataka",other,Raichur,India,21-08-2016,80,null,regular,2,8,16.2120031,other,77.3439283,Other,HTLGBO1000075528,Vinay Residency,Hotel,Raichur,2016-08-21 04:45:27 +0000,positive reviews::5|critical reviews::0|reviews with images::0,,5,NON AC Room,5,3.8,Service Quality::3.8|Amenities::3.8|Food and Drinks::4.0|Value for Money::3.8|Location::3.8|Cleanliness::4.0,goibibo,Karnataka,39eb1a887654168a066ddea6085decd6
"VDinc Villas,Old Khandala Road,Rustic Island,Lonavala-410302",Others,Lonavala,India,21-08-2016,,null,regular,0,27,18.6932026,Others,73.3878417,Lion Point|Others|Bushy Dam|Bhushi Dam|Pavna Lake,HTLGBO1000077736,VDinc Villas,Villa,Lonavala,2016-08-21 04:45:27 +0000,,,44,2 Bedroom Villa Non AC Without Swimming Pool,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Maharashtra,9082e8756cd70413e045240f8253d439
"Sadri, Dist. Pali,Ranakpur",Sadri,Ranakpur,India,21-08-2016,91,WelcomHeritage,regular,3,25,25.1275526,Sadri,73.472527,Sadri|Ranakpur Jain Temples,HTLGBO1000007335,Welcomheritage Maharani bagh,Resort,Ranakpur,2016-08-21 04:45:27 +0000,positive reviews::43|critical reviews::5|reviews with images::17,,16,Cottage,48,4.4,Service Quality::4.4|Amenities::4.4|Food and Drinks::4.1|Value for Money::4.4|Location::4.6|Cleanliness::4.4,goibibo,Rajasthan,4358e03bf6cead0467d4db92896163d6
"10th mile stone, jaipur bikaner highway","10Th Mile Stone, Jaipur Bikaner Highway",Bikaner,India,21-08-2016,92,null,regular,4,44,28.03897584,"10Th Mile Stone, Jaipur Bikaner Highway",73.42479175,"Karnimata Temple (Deshnoke)|Karni Mata Temple|Shivbari Temple |10Th Mile Stone, Jaipur Bikaner Highway",HTLGBO1000001846,Vesta Bikaner Palace,Palace,Bikaner,2016-08-21 04:45:27 +0000,positive reviews::51|critical reviews::3|reviews with images::8,12 X 12 Sq.ft.,48,Luxury Room,54,4.5,Service Quality::4.5|Amenities::4.5|Food and Drinks::4.4|Value for Money::4.5|Location::4.3|Cleanliness::4.6,goibibo,Rajasthan,768896c63b2b41c4d40b0e0ce6e50eac
"Plot no 46, near village ghata, sector 56 ext., gurgaon",Others,Gurgaon,India,21-08-2016,,null,regular,0,1,28.4594965,Others,77.0266383,Gurgaon Railway Station|Sheetla Mata Mandir|Dlf Golf and Country Club|Tau Devi Lal Stadium|Haryana Urban Development Authority Office|Others|Sadar Bazar|District And Sessions Court-Gurgaon|The Sheetala Devi Temple|Huda Gymkhana Club|Civil Hospital|Sheetla Hospital|City Centre Mall|Aarvy Hospital|Gurgaon Bus Terminus,HTLGBO1000086780,Vikramaditya accommodation services,Guest House,Gurgaon,2016-08-21 04:45:27 +0000,,,5,Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Haryana,4bd033dc4b8c48ce439208249f57c472
Dlf Phase-2 Gurgaon.,Dlf Phase I I,Gurgaon,India,21-08-2016,0,null,regular,2,2,28.544085,Dlf Phase I I,77.1238562,Dlf Phase I I,HTLGBO1000010173,Vasant Hotel,Hotel,Gurgaon,2016-08-21 04:45:27 +0000,positive reviews::0|critical reviews::2|reviews with images::1,,12,Standard Room,2,1,Service Quality::1.0|Amenities::1.0|Food and Drinks::1.0|Value for Money::1.0|Location::1.0|Cleanliness::1.0,goibibo,Haryana,72f8e5a0f93e3735f23ffa6236f11aa8
"Vishwa Bungalow Parshwa Puram society, gold valley road, New tungarli, Lonavala",Main Town,Lonavala,India,21-08-2016,100,null,regular,0,9,18.76759403,Main Town,73.39743289,Kamat Restaurant|Shooting Point|Center Point|Main Town|Kumar Resort water park|DC High school|khandala lake|Triose Mall|Narayanidham Mandir|Monkey Hill|Lonavala Railway Station|Amrutanjan Point|Reversing Station|Lonavla Lake|Rajmachi Fort|Tungarli Lake|Bus Stand|Rajmachi Wildlife Sanctuary,HTLGBO1000020918,Vishwa Bungalow,Bungalow,Lonavala,2016-08-21 04:45:27 +0000,positive reviews::1|critical reviews::0|reviews with images::1,,3,3 Bed Room Bungalow (Rate for 12 pax),1,3.6,Service Quality::2.6|Amenities::2.6|Food and Drinks::3.6|Value for Money::2.6|Location::2.6|Cleanliness::3.6,goibibo,Maharashtra,bad5649e26fa3344c1bf2a774d1f0262
"DHARAMSHAL ROAD, PALAMPUR, KANGRA VALLEY(HP)176061",Village Sungal,Palampur,India,21-08-2016,,null,regular,2,21,32.1108599,Village Sungal,76.5362526,Tea Gardens |Village Sungal|Church of St. John|Dhauladhar National Park,HTLGBO1000070736,VISHAL RESIDENCY,Hotel,Palampur,2016-08-21 04:45:27 +0000,,,18,Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Himachal Pradesh,e4f8dda395d87ccbd08b25cfc7b1bfe5
"9/A Balchaya Tower,Panjarapol Chowk",Samrat Chowk,Solapur,India,21-08-2016,,null,regular,0,12,17.6796967,Samrat Chowk,75.8988058,Bhui-Kot Castle|Siddeshwar Temple|Samrat Chowk,HTLGBO1000068562,Yatri Cottage Lodge,Hotel,Solapur,2016-08-21 04:45:27 +0000,,,6,Non Ac Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Maharashtra,88fb10af4ebf24f6e95e1d098224878d
